Date,Open,High,Low,Close,Adj Close,Volume
2014-04-16,34.79999923706055,35.08000183105469,34.79999923706055,35.0,34.543312072753906,57855
2014-04-17,35.0099983215332,35.31999969482422,34.29999923706055,35.20000076293945,34.74070358276367,63020
2014-04-21,35.29999923706055,42.20000076293945,35.29999923706055,35.90999984741211,35.44144058227539,128105
2014-04-22,35.91999816894531,41.599998474121094,35.91999816894531,37.439998626708984,36.951473236083984,75480
2014-04-23,37.20000076293945,41.20000076293945,36.06999969482422,37.820003509521484,37.32651901245117,64120
2014-04-24,37.820003509521484,37.820003509521484,37.820003509521484,37.820003509521484,37.32651901245117,0
2014-04-25,37.959999084472656,38.91999816894531,37.060001373291016,38.11000061035156,37.61273956298828,58095
2014-04-28,38.029998779296875,43.7599983215332,37.90999984741211,41.779998779296875,41.23484420776367,59715
2014-04-29,42.0,50.130001068115234,42.0,50.12999725341797,49.47589111328125,54200
2014-04-30,51.79999923706055,55.13999938964844,49.709999084472656,50.0099983215332,49.35745620727539,52445
2014-05-02,50.220001220703125,52.970001220703125,50.0,51.52000045776367,50.847755432128906,76495
2014-05-05,51.599998474121094,51.599998474121094,48.31999969482422,48.4900016784668,47.8572998046875,62320
2014-05-06,48.93000030517578,49.939998626708984,48.79999923706055,49.400001525878906,48.75542068481445,72210
2014-05-07,49.5,50.900001525878906,49.380001068115234,49.90999984741211,49.25876235961914,56945
2014-05-08,49.400001525878906,49.65999984741211,49.20000076293945,49.65999984741211,49.01202392578125,50605
2014-05-09,49.70000076293945,49.97999954223633,49.68000030517578,49.86000061035156,49.20942306518555,52660
2014-05-12,49.08000183105469,49.20000076293945,48.93000030517578,49.099998474121094,48.45933151245117,53525
2014-05-13,49.099998474121094,52.04999923706055,48.720001220703125,51.849998474121094,51.1734504699707,61570
2014-05-14,51.79999923706055,51.79999923706055,50.060001373291016,50.070003509521484,49.41667938232422,53370
2014-05-15,50.29999923706055,50.790000915527344,50.29999923706055,50.47999954223633,49.82133102416992,76350
2014-05-16,51.0,51.0,50.81999969482422,50.880001068115234,50.21610641479492,50215
2014-05-19,51.02000045776367,51.20000076293945,50.900001525878906,51.18000030517578,50.5121955871582,53905
2014-05-20,51.189998626708984,51.29999923706055,51.189998626708984,51.290000915527344,50.62076187133789,51805
2014-05-21,51.400001525878906,51.560001373291016,51.400001525878906,51.439998626708984,50.768798828125,52340
2014-05-22,51.599998474121094,52.29999923706055,51.599998474121094,52.25,51.568233489990234,54380
2014-05-23,52.380001068115234,52.52000045776367,52.36000061035156,52.37000274658203,51.68667221069336,54885
2014-05-26,52.54999923706055,54.15999984741211,52.54999923706055,53.20000076293945,52.505836486816406,54475
2014-05-27,53.0,53.0,51.84000015258789,52.070003509521484,51.390586853027344,53685
2014-05-28,52.0,52.36000061035156,50.68000030517578,51.77000045776367,51.0944938659668,71655
2014-05-29,52.0,52.29999923706055,50.9900016784668,51.15999984741211,50.49245071411133,50360
2014-05-30,51.0,51.34000015258789,50.900001525878906,50.95000076293945,50.285194396972656,42955
2014-06-02,50.79999923706055,51.20000076293945,50.79999923706055,51.11000061035156,50.44310760498047,26515
2014-06-03,51.0,51.650001525878906,51.0,51.220001220703125,50.551673889160156,29850
2014-06-04,50.599998474121094,51.34000015258789,50.400001525878906,51.060001373291016,50.393760681152344,33040
2014-06-05,51.02000045776367,52.0,51.0,51.630001068115234,50.95632553100586,36000
2014-06-06,51.599998474121094,52.119998931884766,51.599998474121094,52.04999923706055,51.3708381652832,50075
2014-06-09,52.20000076293945,52.560001373291016,52.029998779296875,52.470001220703125,51.78536605834961,50705
2014-06-10,52.40999984741211,52.40999984741211,51.58000183105469,51.900001525878906,51.222801208496094,52060
2014-06-11,51.47999954223633,51.959999084472656,51.0,51.79999923706055,51.12410354614258,51885
2014-06-12,51.79999923706055,51.79999923706055,51.400001525878906,51.5,50.82801818847656,61280
2014-06-13,51.599998474121094,51.91999816894531,51.400001525878906,51.5,50.82801818847656,50170
2014-06-16,51.709999084472656,53.0,51.599998474121094,52.84000015258789,52.15053176879883,78330
2014-06-17,53.20000076293945,53.959999084472656,53.099998474121094,53.77000045776367,53.068397521972656,79065
2014-06-18,53.79999923706055,54.599998474121094,53.79999923706055,54.56999969482422,53.85795974731445,70960
2014-06-19,54.68000030517578,55.119998931884766,54.599998474121094,55.0,54.2823486328125,75970
2014-06-20,55.0,56.41999816894531,55.0,56.34000015258789,55.60486602783203,83100
2014-06-23,56.599998474121094,57.97999954223633,56.599998474121094,57.599998474121094,56.84842300415039,82805
2014-06-24,57.9900016784668,60.279998779296875,57.9900016784668,60.22999954223633,59.44410705566406,94865
2014-06-25,60.20000076293945,60.38999938964844,59.619998931884766,60.150001525878906,59.36515426635742,75040
2014-06-26,60.400001525878906,60.400001525878906,60.099998474121094,60.29999923706055,59.5131950378418,63130
2014-06-27,60.599998474121094,61.58000183105469,60.599998474121094,61.20000076293945,60.40145492553711,64835
2014-06-30,61.150001525878906,61.29999923706055,61.02000045776367,61.189998626708984,60.39158248901367,62650
2014-07-01,61.0099983215332,61.20000076293945,60.290000915527344,60.849998474121094,60.05601501464844,58085
2014-07-02,61.0,61.099998474121094,60.7400016784668,61.02000045776367,60.22380065917969,52185
2014-07-03,61.099998474121094,61.7599983215332,60.810001373291016,61.130001068115234,60.33236312866211,51095
