Date,Open,High,Low,Close,Adj Close,Volume
2017-09-05,222.6999969482422,222.6999969482422,222.6999969482422,222.6999969482422,209.8292999267578,98094
2017-09-06,233.8000030517578,233.8000030517578,233.8000030517578,233.8000030517578,220.28781127929688,71690
2017-09-07,245.4499969482422,245.4499969482422,245.4499969482422,245.4499969482422,231.26451110839844,69873
2017-09-08,257.70001220703125,257.70001220703125,233.1999969482422,257.70001220703125,242.80654907226562,933637
2017-09-11,270.0,270.54998779296875,260.0,270.54998779296875,254.91383361816406,224135
2017-09-12,284.04998779296875,284.04998779296875,284.04998779296875,284.04998779296875,267.6336364746094,95691
2017-09-13,298.25,298.25,298.25,298.25,281.0129699707031,122381
2017-09-14,313.1499938964844,313.1499938964844,313.1499938964844,313.1499938964844,295.0518493652344,85368
2017-09-15,328.79998779296875,328.79998779296875,300.0,327.3999938964844,308.478271484375,538769
2017-09-18,338.0,343.29998779296875,300.0,324.6499938964844,305.8872375488281,668658
2017-09-19,340.0,342.0,329.1000061035156,333.3999938964844,314.1315002441406,406881
2017-09-20,330.0,335.0,310.0,313.20001220703125,295.0989685058594,366623
2017-09-21,312.0,315.6000061035156,291.29998779296875,297.8500061035156,280.6361083984375,358720
2017-09-22,291.3500061035156,293.70001220703125,278.0,278.8999938964844,262.7812805175781,489924
2017-09-25,273.20001220703125,275.0,252.1999969482422,264.6000061035156,249.3077392578125,302657
2017-09-26,263.29998779296875,291.04998779296875,262.25,291.04998779296875,274.2290954589844,468453
2017-09-27,304.3999938964844,320.1499938964844,300.0,319.70001220703125,301.2233581542969,927008
2017-09-28,328.0,328.0,310.0,313.3999938964844,295.2873840332031,348137
2017-09-29,313.8999938964844,320.0,305.04998779296875,309.25,291.37725830078125,164324
2017-10-03,315.0,322.0,305.1000061035156,307.20001220703125,289.44573974609375,151103
2017-10-04,310.04998779296875,337.8999938964844,305.20001220703125,337.8999938964844,318.3714294433594,552413
2017-10-05,345.0,371.6499938964844,343.0,371.6499938964844,350.1708984375,1217889
2017-10-06,379.70001220703125,408.79998779296875,377.0,408.79998779296875,385.173828125,731456
2017-10-09,429.20001220703125,429.20001220703125,415.0,429.20001220703125,404.3948669433594,149557
2017-10-10,450.6499938964844,450.6499938964844,407.75,412.70001220703125,388.8485107421875,1102298
2017-10-11,414.0,419.0,392.1000061035156,395.75,372.8780517578125,483071
2017-10-12,395.0,415.5,395.0,415.5,391.4866638183594,604031
2017-10-13,423.95001220703125,436.25,423.0,436.25,411.0374450683594,500703
2017-10-16,444.29998779296875,458.04998779296875,444.29998779296875,458.04998779296875,431.5775451660156,587622
2017-10-17,474.0,480.95001220703125,450.1000061035156,461.3500061035156,434.68682861328125,1049403
2017-10-18,458.0,484.3999938964844,440.20001220703125,450.75,424.6994323730469,906887
2017-10-19,458.3999938964844,468.0,454.95001220703125,458.8999938964844,432.3783874511719,156243
2017-10-23,465.0,469.95001220703125,437.20001220703125,439.3500061035156,413.9582824707031,345290
2017-10-24,451.0,451.0,422.3999938964844,426.6000061035156,401.94512939453125,291110
2017-10-25,438.0,438.0,406.1000061035156,408.3500061035156,384.7498779296875,258301
2017-10-26,402.1000061035156,428.75,387.95001220703125,428.25,403.4997863769531,718019
2017-10-27,432.0,439.3999938964844,415.0,419.79998779296875,395.53814697265625,399005
2017-10-30,424.0,430.04998779296875,418.0,419.75,395.49102783203125,140932
2017-10-31,421.0,425.0,412.1000061035156,416.3500061035156,392.28753662109375,108783
2017-11-01,419.1000061035156,425.0,413.70001220703125,415.20001220703125,391.2039794921875,122295
2017-11-02,415.0,434.0,414.04998779296875,425.75,401.1442565917969,213793
2017-11-03,429.70001220703125,429.70001220703125,417.0,418.79998779296875,394.595947265625,116248
2017-11-06,417.95001220703125,439.70001220703125,413.25,439.70001220703125,414.28802490234375,197586
2017-11-07,461.6499938964844,461.6499938964844,442.0,461.6499938964844,434.9694519042969,626282
2017-11-08,468.8999938964844,480.0,450.04998779296875,453.6000061035156,427.3847351074219,347870
2017-11-09,460.1000061035156,467.0,450.1000061035156,457.1000061035156,430.6824645996094,122209
2017-11-10,458.3999938964844,460.3500061035156,444.95001220703125,449.95001220703125,423.9456787109375,97688
2017-11-13,459.70001220703125,472.3999938964844,456.0,471.1499938964844,443.92041015625,413574
2017-11-14,480.0,481.95001220703125,456.0,461.95001220703125,435.25213623046875,279595
2017-11-15,485.0,485.0,475.0,485.0,456.9700012207031,444123
2017-11-16,509.25,509.25,496.1000061035156,509.25,479.8185119628906,533720
2017-11-17,529.4000244140625,534.7000122070312,525.0,534.7000122070312,503.7976379394531,217937
2017-11-20,560.0,561.4000244140625,554.7999877929688,561.4000244140625,528.95458984375,67346
2017-11-21,589.4500122070312,589.4500122070312,589.4500122070312,589.4500122070312,555.3834228515625,19998
2017-11-22,618.9000244140625,618.9000244140625,570.2999877929688,608.5999755859375,573.4266357421875,1525182
2017-11-23,614.0,616.9500122070312,582.0,585.25,551.4261474609375,354041
2017-11-24,585.0,614.5,560.25,610.7000122070312,575.4053344726562,838029
2017-11-27,626.0,641.2000122070312,625.0,641.2000122070312,604.142578125,263033
2017-11-28,671.7000122070312,673.25,664.9000244140625,673.25,634.34033203125,79925
2017-11-29,702.0,706.9000244140625,683.6500244140625,706.9000244140625,666.0454711914062,845337
